3000;200;31;0,4; 12 ;0
3000;200;31;0,4; 24 ;0
3000;200;31;0,4; 36 ;0
3000;200;31;0,4; 48 ;0
3000;200;31;0,4; 60 ;0
3000;200;31;0,4; 72 ;0
3000;200;31;0,4; 84 ;0
3000;200;31;0,4; 96 ;0
3000;200;31;0,4; 108 ;0
3000;200;31;0,4; 120 ;0
3000;200;31;0,4; 132 ;0
3000;200;31;0,4; 144 ;0
3000;200;31;0,4; 156 ;0
3000;200;31;0,4; 168 ;0
3000;200;31;0,4; 180 ;0
3000;200;31;0,4; 192 ;0
3000;200;31;0,4; 204 ;0
3000;200;31;0,4; 216 ;0
3000;200;31;0,4; 228 ;1
3000;200;31;0,4; 240 ;1
3000;200;31;0,4; 252 ;1
3000;200;31;0,4; 264 ;1
3000;200;31;0,4; 276 ;1
3000;200;31;0,4; 288 ;1
3000;200;31;0,4; 300 ;1
3000;200;31;0,4; 312 ;1
3000;200;31;0,4; 324 ;1
3000;200;31;0,4; 336 ;1
3000;200;31;0,4; 348 ;1
3000;200;31;0,4; 360 ;1
3000;200;31;0,4; 372 ;1
3000;200;31;0,4; 384 ;1
3000;200;31;0,4; 396 ;1
3000;200;31;0,4; 408 ;1
3000;200;31;0,4; 420 ;1
3000;200;31;0,4; 432 ;1
3000;200;31;0,4; 444 ;1
3000;200;31;0,4; 456 ;1
3000;200;31;0,4; 468 ;1
3000;200;31;0,4; 480 ;1
3000;200;31;0,4; 492 ;1
3000;200;31;0,4; 504 ;1
3000;200;31;0,4; 516 ;1
3000;200;31;0,4; 528 ;1
3000;200;31;0,4; 540 ;1
3000;200;31;0,4; 552 ;1
3000;200;31;0,4; 564 ;1
3000;200;31;0,4; 576 ;1
3000;200;31;0,4; 588 ;1
3000;200;31;0,4; 600 ;1
3000;200;31;0,4; 612 ;1
3000;200;31;0,4; 624 ;1
3000;200;31;0,4; 636 ;1
3000;200;31;0,4; 648 ;1
3000;200;31;0,4; 660 ;1
3000;200;31;0,4; 672 ;1
3000;200;31;0,4; 684 ;1
3000;200;31;0,4; 696 ;1
3000;200;31;0,4; 708 ;1
3000;200;31;0,4; 720 ;1
3000;200;31;0,4; 732 ;1
3000;200;31;0,4; 744 ;1
3000;200;31;0,4; 756 ;1
3000;200;31;0,4; 768 ;1
3000;200;31;0,4; 780 ;1
3000;200;31;0,4; 792 ;1
3000;200;31;0,4; 804 ;1
3000;200;31;0,4; 816 ;1
3000;200;31;0,4; 828 ;1
3000;200;31;0,4; 840 ;1
3000;200;31;0,4; 852 ;1
3000;200;31;0,4; 864 ;1
3000;200;31;0,4; 876 ;1
3000;200;31;0,4; 888 ;1
3000;200;31;0,4; 900 ;1
3000;200;31;0,4; 912 ;1
3000;200;31;0,4; 924 ;1
3000;200;31;0,4; 936 ;1
3000;200;31;0,4; 948 ;1
3000;200;31;0,4; 960 ;1
3000;200;31;0,4; 972 ;1
3000;200;31;0,4; 984 ;1
3000;200;31;0,4; 996 ;1
3000;200;31;0,4; 1008 ;1
3000;200;31;0,4; 1020 ;1
3000;200;31;0,4; 1032 ;1
3000;200;31;0,4; 1044 ;1
3000;200;31;0,4; 1056 ;1
3000;200;31;0,4; 1068 ;1
3000;200;31;0,4; 1080 ;1
3000;200;31;0,4; 1092 ;1
3000;200;31;0,4; 1104 ;1
3000;200;31;0,4; 1116 ;1
3000;200;31;0,4; 1128 ;1
3000;200;31;0,4; 1140 ;1
3000;200;31;0,4; 1152 ;1
3000;200;31;0,4; 1164 ;1
3000;200;31;0,4; 1176 ;1
3000;200;31;0,4; 1188 ;1
3000;200;31;0,4; 1200 ;1
